First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Olivia,Richardson,Buy,62,The Weeknd Live,5,VIP
David,Clark,Buy,46,UTEP Wind Symphony 2,2,VIP
Curtis,Phillips,Buy,53,UTEP Wind Symphony 9,2,Gold
Ashley,Evans,Buy,26,UTEP Basketball 13,6,General Admission
Ian,Ritter,Buy,71,UTEP Commencement 3,2,Silver
Stephanie,Mcdonald,Buy,31,UTEP Basketball 18,5,Bronze
Tyler,Baxter,Buy,33,UTEP Basketball 20,3,General Admission
James,Romero,Buy,32,UTEP Basketball 19,6,General Admission
Andrew,Hall,Buy,39,UTEP Basketball 26,2,General Admission
Kristy,Hoover,Buy,68,UTEP Commencement 1,5,Gold
Gregory,Maxwell,Buy,61,Justin Bieber Live,2,Silver
Christopher,Norris,Buy,51,UTEP Wind Symphony 7,6,Silver
Douglas,Hernandez,Buy,55,UTEP Wind Symphony 11,5,Bronze
Carlos,Cepeda,Buy,47,UTEP Wind Symphony 3,4,Gold
Anna,Gutierrez,Buy,68,UTEP Commencement 1,6,Gold
Samuel,Harrington,Buy,11,UTEP Football 11,4,General Admission
Renee,Bradley,Buy,25,UTEP Basketball 12,2,Silver
Michael,Mccormick,Buy,44,UTEP Basketball 31,5,Gold
Doris,Mercado,Buy,59,Eminem Live,3,Bronze
Jennifer,Preston,Buy,58,Bad Bunny Live,6,VIP
Emma,Padilla,Buy,17,UTEP Basketball 4,3,General Admission
Douglas,Bryant,Buy,64,Justin Timberlake Live,5,General Admission
Brian,Jensen,Buy,65,Warped Tour Day 1,3,General Admission
Austin,Lewis,Buy,60,Ariana Grande Live,3,VIP
Tanya,Kent,Buy,34,UTEP Basketball 21,6,General Admission
Christopher,Foster,Buy,36,UTEP Basketball 23,2,General Admission
Misty,Jimenez,Buy,16,UTEP Basketball 3,3,Bronze
Steve,Cruz,Buy,28,UTEP Basketball 15,3,General Admission
Michael,Robinson,Buy,23,UTEP Basketball 10,5,Silver
Jeremy,Foster,Buy,1,UTEP Football 1,3,VIP
David,Davila,Buy,59,Eminem Live,2,VIP
Jennifer,Williams,Buy,69,UTEP Commencement 2,2,Bronze
Kevin,Tran,Buy,11,UTEP Football 11,5,VIP
Deanna,Cummings,Buy,32,UTEP Basketball 19,2,Gold
Andrew,Norris,Buy,8,UTEP Football 8,2,VIP
Emily,Cole,Buy,65,Warped Tour Day 1,6,Bronze
Colleen,Torres,Buy,30,UTEP Basketball 17,4,Bronze
Nicole,Lloyd,Buy,21,UTEP Basketball 8,5,Gold
Natasha,Wheeler,Buy,12,UTEP Football 12,6,Bronze
Kimberly,Harris,Buy,34,UTEP Basketball 21,2,Bronze
Tanya,Turner,Buy,47,UTEP Wind Symphony 3,2,Gold
Susan,Alvarez,Buy,3,UTEP Football 3,4,Gold
Mary,Anderson,Buy,15,UTEP Basketball 2,3,Gold
Joshua,Hickman,Buy,69,UTEP Commencement 2,6,Gold
Jenna,Chase,Buy,67,Warped Tour Day 3,3,General Admission
Joel,Arellano,Buy,41,UTEP Basketball 28,5,Gold
Victoria,Martin,Buy,65,Warped Tour Day 1,5,Bronze
Luis,Solomon,Buy,44,UTEP Basketball 31,6,Bronze
Alyssa,Reese,Buy,51,UTEP Wind Symphony 7,4,General Admission
Michael,Castillo,Buy,58,Bad Bunny Live,4,General Admission
David,Clark,Buy,8,UTEP Football 8,6,Bronze
Kim,Contreras,Buy,28,UTEP Basketball 15,2,Gold
Dennis,Reynolds,Buy,65,Warped Tour Day 1,5,Bronze
Tiffany,May,Buy,55,UTEP Wind Symphony 11,5,Silver
Jacob,Gonzalez,Buy,26,UTEP Basketball 13,6,General Admission
Janet,Hughes,Buy,18,UTEP Basketball 5,4,VIP
Donald,Villanueva,Buy,51,UTEP Wind Symphony 7,6,VIP
Michelle,Wood,Buy,42,UTEP Basketball 29,6,General Admission
Dakota,Harper,Buy,47,UTEP Wind Symphony 3,4,VIP
Robert,Leblanc,Buy,36,UTEP Basketball 23,4,Bronze
Sandra,Sutton,Buy,61,Justin Bieber Live,5,Gold
Mary,Lee,Buy,44,UTEP Basketball 31,3,General Admission
Cody,Scott,Buy,39,UTEP Basketball 26,5,Bronze
Jose,Farley,Buy,22,UTEP Basketball 9,4,Bronze
Cesar,Jones,Buy,10,UTEP Football 10,2,VIP
Gregory,Carr,Buy,17,UTEP Basketball 4,3,Bronze
Nancy,Morgan,Buy,65,Warped Tour Day 1,5,General Admission
Jennifer,Schneider,Buy,38,UTEP Basketball 25,6,Gold
Andre,Avila,Buy,2,UTEP Football 2,5,Bronze
Travis,Burton,Buy,29,UTEP Basketball 16,5,Silver
Robert,Wu,Buy,59,Eminem Live,5,Gold
Kayla,Mahoney,Buy,57,Taylor Swift Live,3,VIP
Cruella,DeVil,Buy,4,UTEP Football 4,3,Bronze
Aurora,Disney,Buy,54,UTEP Wind Symphony 10,5,Gold
Woody,Disney,Buy,45,UTEP Wind Symphony 1,3,Silver
Bobby,Bennett,Buy,16,UTEP Basketball 3,3,Silver
Travis,Ruiz,Buy,36,UTEP Basketball 23,6,VIP
Stephanie,Perry,Buy,53,UTEP Wind Symphony 9,5,General Admission
Ashley,Walker,Buy,52,UTEP Wind Symphony 8,6,Gold
Brandon,Miller,Buy,44,UTEP Basketball 31,4,General Admission
Cassandra,Cook,Buy,63,Lady Gaga Live,3,Bronze
Jerry,Smith,Buy,11,UTEP Football 11,2,VIP
Nancy,Morgan,Buy,33,UTEP Basketball 20,6,General Admission
Brooke,Padilla,Buy,22,UTEP Basketball 9,4,Bronze
Tammy,Martinez,Buy,67,Warped Tour Day 3,5,Bronze
Sandra,Sutton,Buy,16,UTEP Basketball 3,5,VIP
Ryan,Brown,Buy,25,UTEP Basketball 12,5,Bronze
Kevin,Boone,Buy,17,UTEP Basketball 4,6,VIP
Tammy,Thomas,Buy,31,UTEP Basketball 18,5,Bronze
Paul,Herman,Buy,65,Warped Tour Day 1,3,Gold
Ann,Miller,Buy,21,UTEP Basketball 8,5,General Admission
Krista,Blake,Buy,66,Warped Tour Day 2,4,VIP
Kimberly,Roberts,Buy,18,UTEP Basketball 5,5,Silver
Michelle,Maynard,Buy,26,UTEP Basketball 13,5,Gold
Elizabeth,Cruz,Buy,32,UTEP Basketball 19,5,General Admission
Irvin,Arredondo,Buy,21,UTEP Basketball 8,5,General Admission
Stephen,Peters,Buy,34,UTEP Basketball 21,3,Bronze
Michelle,Maldonado,Buy,58,Bad Bunny Live,5,Gold
Mark,Lozano,Buy,38,UTEP Basketball 25,3,Silver
Jerry,Hampton,Buy,60,Ariana Grande Live,5,VIP
Jeremiah,Williamson,Buy,52,UTEP Wind Symphony 8,5,Gold
Captaiin,Hook,Buy,30,UTEP Basketball 17,4,VIP
Anthony,Sanchez,Buy,19,UTEP Basketball 6,5,Gold
James,Simmons,Buy,57,Taylor Swift Live,6,General Admission
Wesley,Lambert,Buy,63,Lady Gaga Live,2,Gold
Marcia,Snyder,Buy,44,UTEP Basketball 31,4,Gold
Lori,Livingston,Buy,18,UTEP Basketball 5,3,VIP
Joshua,Hickman,Buy,33,UTEP Basketball 20,4,Gold
Michael,Adams,Buy,49,UTEP Wind Symphony 5,3,Bronze
Angela,English,Buy,27,UTEP Basketball 14,3,VIP
Martha,Perry,Buy,4,UTEP Football 4,6,Silver
Michael,Nunez,Buy,22,UTEP Basketball 9,5,Silver
Terri,Mendez,Buy,45,UTEP Wind Symphony 1,2,Gold
Chase,Miller,Buy,11,UTEP Football 11,6,General Admission
Beast,Disney,Buy,10,UTEP Football 10,5,Gold
Michelle,Pruitt,Buy,26,UTEP Basketball 13,4,Gold
Philip,Chaney,Buy,45,UTEP Wind Symphony 1,4,VIP
Samantha,Thomas,Buy,24,UTEP Basketball 11,5,VIP
Amanda,Johnson,Buy,25,UTEP Basketball 12,2,VIP
Michael,Robinson,Buy,20,UTEP Basketball 7,5,Gold
Marissa,Wagner,Buy,22,UTEP Basketball 9,6,Gold
Darlene,Russell,Buy,57,Taylor Swift Live,2,Silver
Jerry,Smith,Buy,13,UTEP Football 13,2,Silver
Alicia,Jenkins,Buy,57,Taylor Swift Live,6,Silver
Perry,Hill,Buy,38,UTEP Basketball 25,5,Gold
Elizabeth,Jackson,Buy,50,UTEP Wind Symphony 6,5,General Admission
Kelly,Harris,Buy,19,UTEP Basketball 6,4,Silver
Stitch,Disney,Buy,24,UTEP Basketball 11,2,Gold
Kayla,Morgan,Buy,30,UTEP Basketball 17,3,General Admission
Colleen,Torres,Buy,30,UTEP Basketball 17,4,Bronze
Devin,Diaz,Buy,66,Warped Tour Day 2,5,Bronze
Shane,Arnold,Buy,2,UTEP Football 2,4,Gold
Melissa,Johnson,Buy,71,UTEP Commencement 3,5,VIP
Amy,Morse,Buy,23,UTEP Basketball 10,4,Silver
Thomas,King,Buy,50,UTEP Wind Symphony 6,5,Silver
Joshua,Hickman,Buy,37,UTEP Basketball 24,2,General Admission
Dakota,Bender,Buy,71,UTEP Commencement 3,6,General Admission
George,Gilbert,Buy,39,UTEP Basketball 26,6,Gold
Kathryn,Perez,Buy,23,UTEP Basketball 10,3,VIP
Kevin,Tran,Buy,35,UTEP Basketball 22,2,Gold
Tyler,Baxter,Buy,65,Warped Tour Day 1,5,VIP
Paul,Herman,Buy,44,UTEP Basketball 31,4,Gold
Lisa,Jackson,Buy,12,UTEP Football 12,3,VIP
Lori,Johnson,Buy,44,UTEP Basketball 31,3,General Admission
Alexis,Shea,Buy,47,UTEP Wind Symphony 3,5,VIP
Evil,Queen,Buy,65,Warped Tour Day 1,4,Gold
Lawrence,Price,Buy,64,Justin Timberlake Live,3,Gold
Edward,Hernandez,Buy,28,UTEP Basketball 15,6,Gold
Anita,Fletcher,Buy,30,UTEP Basketball 17,3,VIP
Kristy,Hoover,Buy,50,UTEP Wind Symphony 6,2,Gold
Buzz,Lightyear,Buy,21,UTEP Basketball 8,6,Gold
Darlene,Russell,Buy,28,UTEP Basketball 15,6,General Admission
Michelle,Pruitt,Buy,62,The Weeknd Live,3,General Admission
Kenneth,Davis,Buy,40,UTEP Basketball 27,3,Silver
Lisa,Miller,Buy,51,UTEP Wind Symphony 7,3,VIP
Jose,Toriano,Buy,26,UTEP Basketball 13,4,VIP
Nancy,Morgan,Buy,53,UTEP Wind Symphony 9,6,Silver
Joseph,Robinson,Buy,65,Warped Tour Day 1,3,Gold
Jonathan,Avalos,Buy,44,UTEP Basketball 31,4,Gold
Dylan,Lopez,Buy,7,UTEP Football 7,6,Gold
Antonio,Brooks,Buy,16,UTEP Basketball 3,4,Bronze
Jerry,Hampton,Buy,19,UTEP Basketball 6,3,General Admission
Robert,Wu,Buy,64,Justin Timberlake Live,4,Bronze
Jamie,Brown,Buy,31,UTEP Basketball 18,3,General Admission
Christopher,Fields,Buy,25,UTEP Basketball 12,2,Bronze
Emily,Estes,Buy,40,UTEP Basketball 27,5,Silver
Elizabeth,Castillo,Buy,43,UTEP Basketball 30,3,Bronze
James,Nolan,Buy,52,UTEP Wind Symphony 8,6,General Admission
Robert,Wilson,Buy,25,UTEP Basketball 12,3,Bronze
Sean,Roberts,Buy,49,UTEP Wind Symphony 5,3,VIP
Joel,Arellano,Buy,71,UTEP Commencement 3,3,Gold
Amanda,Johnson,Buy,38,UTEP Basketball 25,6,General Admission
Samuel,Harrington,Buy,63,Lady Gaga Live,4,Bronze
Theresa,Obrien,Buy,15,UTEP Basketball 2,6,General Admission
Jessica,Frye,Buy,48,UTEP Wind Symphony 4,2,Gold
Ali,Nouri,Buy,10,UTEP Football 10,3,VIP
Elizabeth,Castillo,Buy,12,UTEP Football 12,6,General Admission
James,Romero,Buy,51,UTEP Wind Symphony 7,3,Bronze
Kimberly,Kline,Buy,58,Bad Bunny Live,3,VIP
Ethan,Holmes,Buy,40,UTEP Basketball 27,2,VIP
David,Soto,Buy,20,UTEP Basketball 7,6,VIP
Kristina,Patrick,Buy,5,UTEP Football 5,5,Silver
Ariel,Disney,Buy,10,UTEP Football 10,5,Silver
Hannah,Maldonado,Buy,52,UTEP Wind Symphony 8,6,VIP
Beast,Disney,Buy,1,UTEP Football 1,3,VIP
Brendan,Phillips,Buy,34,UTEP Basketball 21,6,General Admission
William,Adkins,Buy,40,UTEP Basketball 27,4,Silver
Tami,Weaver,Buy,32,UTEP Basketball 19,3,Bronze
Jacob,Williams,Buy,27,UTEP Basketball 14,2,VIP
Wendy,Montoya,Buy,68,UTEP Commencement 1,3,General Admission
Alyssa,Kelly,Buy,60,Ariana Grande Live,3,VIP
Ryan,Wilkins,Buy,60,Ariana Grande Live,3,Silver
Henry,Salazar,Buy,11,UTEP Football 11,5,General Admission
Steven,Owens,Buy,63,Lady Gaga Live,4,Silver
Ian,Ritter,Buy,65,Warped Tour Day 1,5,Bronze
Anthony,Moore,Buy,12,UTEP Football 12,2,Silver
Trevor,Young,Buy,64,Justin Timberlake Live,2,Gold
Michael,Prince,Buy,58,Bad Bunny Live,3,Gold
John,Sanders,Buy,58,Bad Bunny Live,5,Gold
Julie,Shaw,Buy,66,Warped Tour Day 2,3,VIP
Brian,Castillo,Buy,69,UTEP Commencement 2,2,Silver
Maria,Mitchell,Buy,54,UTEP Wind Symphony 10,4,General Admission
Ryan,Brown,Buy,60,Ariana Grande Live,3,General Admission
Miranda,Mason,Buy,45,UTEP Wind Symphony 1,4,General Admission
Erin,Barton,Buy,33,UTEP Basketball 20,3,Silver
Nicole,Johnson,Buy,26,UTEP Basketball 13,2,General Admission
Jeffrey,Marquez,Buy,71,UTEP Commencement 3,4,Gold
Ann,Rogers,Buy,8,UTEP Football 8,4,Gold
Kaa,Disney,Buy,61,Justin Bieber Live,3,Bronze
Danielle,Chavez,Buy,42,UTEP Basketball 29,4,General Admission
April,Turner,Buy,2,UTEP Football 2,3,Bronze
Leonard,King,Buy,68,UTEP Commencement 1,2,General Admission
Kevin,Harrison,Buy,11,UTEP Football 11,6,Gold
Rhonda,Kane,Buy,31,UTEP Basketball 18,5,Bronze
Patricia,Mcdonald,Buy,11,UTEP Football 11,3,VIP
Mary,Lee,Buy,55,UTEP Wind Symphony 11,2,Gold
Eric,Ramos,Buy,44,UTEP Basketball 31,3,General Admission
Lisa,Spencer,Buy,63,Lady Gaga Live,5,General Admission
Douglas,Rodriguez,Buy,65,Warped Tour Day 1,3,Silver
Rachel,Phillips,Buy,15,UTEP Basketball 2,5,VIP
Jason,Burke,Buy,34,UTEP Basketball 21,4,Gold
Shawn,Lee,Buy,14,UTEP Basketball 1,3,Gold
Tiffany,Jones,Buy,66,Warped Tour Day 2,3,Bronze
Jorge,Haley,Buy,5,UTEP Football 5,6,VIP
Francisco,Moore,Buy,11,UTEP Football 11,4,Bronze
Jennifer,Mills,Buy,52,UTEP Wind Symphony 8,3,General Admission
Steve,Cruz,Buy,64,Justin Timberlake Live,2,General Admission
Felix,Millan,Buy,19,UTEP Basketball 6,5,Bronze
Samantha,Cooper,Buy,12,UTEP Football 12,5,VIP
Jennifer,Guzman,Buy,19,UTEP Basketball 6,4,Bronze
Megan,Thompson,Buy,36,UTEP Basketball 23,3,Silver
Debra,Blackwell,Buy,28,UTEP Basketball 15,3,Silver
Mary,Gonzalez,Buy,25,UTEP Basketball 12,5,Silver
Krista,Lambert,Buy,10,UTEP Football 10,6,VIP
Jennifer,Carr,Buy,71,UTEP Commencement 3,6,Gold
Bradley,Bell,Buy,28,UTEP Basketball 15,5,Gold
Tiffany,Davis,Buy,63,Lady Gaga Live,2,Gold
Gary,Miller,Buy,22,UTEP Basketball 9,3,Silver
Emma,Armstrong,Buy,48,UTEP Wind Symphony 4,4,Silver
Sarah,Cline,Buy,49,UTEP Wind Symphony 5,6,VIP
Jerry,Gamble,Buy,45,UTEP Wind Symphony 1,5,VIP
Jason,Burke,Buy,7,UTEP Football 7,6,General Admission
John,Sanders,Buy,62,The Weeknd Live,4,General Admission
Ursela,Mermaid,Buy,49,UTEP Wind Symphony 5,6,Gold
Stitch,Disney,Buy,16,UTEP Basketball 3,2,General Admission
Jared,DeLosReyes,Buy,58,Bad Bunny Live,6,Bronze
Mary,Anderson,Buy,17,UTEP Basketball 4,4,Bronze
Michelle,Pruitt,Buy,24,UTEP Basketball 11,6,Bronze
George,Ayala,Buy,58,Bad Bunny Live,3,VIP
Dominique,Johnson,Buy,21,UTEP Basketball 8,3,Silver
Bobby,Gonzales,Buy,64,Justin Timberlake Live,4,General Admission
Ariana,Lara,Buy,44,UTEP Basketball 31,3,General Admission
Denise,Morales,Buy,61,Justin Bieber Live,3,Silver
Ryan,Washington,Buy,58,Bad Bunny Live,6,Bronze
Erin,Barton,Buy,40,UTEP Basketball 27,4,VIP
Shane,Arnold,Buy,55,UTEP Wind Symphony 11,6,VIP
Tanya,Davis,Buy,8,UTEP Football 8,2,Silver
Joel,Welch,Buy,14,UTEP Basketball 1,2,General Admission
Scott,Bailey,Buy,57,Taylor Swift Live,5,Gold
Loretta,Phillips,Buy,12,UTEP Football 12,2,Bronze
Lauren,Coleman,Buy,18,UTEP Basketball 5,4,Gold
Teresa,Jacobs,Buy,32,UTEP Basketball 19,5,Bronze
Susan,Alvarez,Buy,50,UTEP Wind Symphony 6,2,Gold
Sandra,Newton,Buy,41,UTEP Basketball 28,6,VIP
Michael,Williams,Buy,53,UTEP Wind Symphony 9,5,Silver
Menda,Dorji,Buy,22,UTEP Basketball 9,5,Gold
George,Wood,Buy,71,UTEP Commencement 3,5,Bronze
Gaston,Disney,Buy,44,UTEP Basketball 31,6,Bronze
Victor,Ross,Buy,68,UTEP Commencement 1,4,Bronze
Virginia,Phelps,Buy,57,Taylor Swift Live,5,Bronze
Scott,Dunn,Buy,40,UTEP Basketball 27,4,Gold
Daniel,Guevara,Buy,6,UTEP Football 6,3,Silver
Sean,Klein,Buy,17,UTEP Basketball 4,3,Gold
Mariah,Black,Buy,65,Warped Tour Day 1,3,VIP
Lisa,Garrett,Buy,48,UTEP Wind Symphony 4,4,Bronze
Miranda,Walker,Buy,68,UTEP Commencement 1,5,Gold
Stephen,Ellis,Buy,6,UTEP Football 6,3,General Admission
Ursela,Mermaid,Buy,2,UTEP Football 2,4,Bronze
Renee,Zimmerman,Buy,36,UTEP Basketball 23,2,Bronze
Mary,Gonzalez,Buy,38,UTEP Basketball 25,4,Gold
Jerry,Gamble,Buy,29,UTEP Basketball 16,2,VIP
George,Ayala,Buy,4,UTEP Football 4,5,VIP
Elizabeth,Castillo,Buy,68,UTEP Commencement 1,6,Silver
Julie,Shaw,Buy,37,UTEP Basketball 24,5,Bronze
John,Blevins,Buy,42,UTEP Basketball 29,5,Gold
Mary,Grant,Buy,9,UTEP Football 9,2,Gold
Gregory,Sullivan,Buy,11,UTEP Football 11,2,Gold
Theresa,Hardy,Buy,61,Justin Bieber Live,6,VIP
Rhonda,Kane,Buy,42,UTEP Basketball 29,5,VIP
Louis,Boone,Buy,45,UTEP Wind Symphony 1,3,General Admission
Miranda,Mason,Buy,31,UTEP Basketball 18,2,Gold
George,Proctor,Buy,50,UTEP Wind Symphony 6,5,Bronze
Jeffrey,Best,Buy,1,UTEP Football 1,4,VIP
Amy,Rodriguez,Buy,59,Eminem Live,3,General Admission
Wesley,Williamson,Buy,12,UTEP Football 12,4,VIP
Timothy,Greene,Buy,17,UTEP Basketball 4,3,Silver
Victoria,Ellis,Buy,39,UTEP Basketball 26,2,Silver
Michelle,Ramirez,Buy,46,UTEP Wind Symphony 2,2,Bronze
Christopher,Fields,Buy,4,UTEP Football 4,4,Gold
Mickey,Mouse,Buy,56,UTEP Wind Symphony 12,3,Silver
Elizabeth,Reyes,Buy,66,Warped Tour Day 2,5,Gold
Michelle,Rivera,Buy,50,UTEP Wind Symphony 6,6,VIP
Mary,Anderson,Buy,40,UTEP Basketball 27,4,Bronze
Joel,Arellano,Buy,34,UTEP Basketball 21,2,Silver
Sandra,Sutton,Buy,9,UTEP Football 9,5,Bronze
Elizabeth,Dominguez,Buy,23,UTEP Basketball 10,6,Bronze
Kylie,King,Buy,1,UTEP Football 1,4,Silver
Chris,King,Buy,45,UTEP Wind Symphony 1,3,Gold
Sara,West,Buy,9,UTEP Football 9,6,Bronze
Jessica,Smith,Buy,67,Warped Tour Day 3,3,General Admission
Evil,Queen,Buy,67,Warped Tour Day 3,2,Gold
Esteban,LozanoLopez,Buy,46,UTEP Wind Symphony 2,3,Gold
Nicole,Hart,Buy,54,UTEP Wind Symphony 10,3,Silver
Sarah,Jones,Buy,58,Bad Bunny Live,4,Bronze
Ann,Miller,Buy,23,UTEP Basketball 10,5,General Admission
Christopher,Ortega,Buy,67,Warped Tour Day 3,2,Gold
Jerry,Lee,Buy,2,UTEP Football 2,3,Bronze
David,Johnson,Buy,54,UTEP Wind Symphony 10,5,General Admission
Jennifer,Huang,Buy,57,Taylor Swift Live,6,General Admission
Christopher,Raymond,Buy,51,UTEP Wind Symphony 7,6,Bronze
Heidi,Page,Buy,32,UTEP Basketball 19,6,VIP
Heidi,Page,Buy,3,UTEP Football 3,6,General Admission
Monica,Craig,Buy,12,UTEP Football 12,6,VIP
Jennifer,Carr,Buy,54,UTEP Wind Symphony 10,4,VIP
Chad,Green,Buy,63,Lady Gaga Live,2,VIP
Brittany,Weaver,Buy,22,UTEP Basketball 9,3,Gold
Shannon,White,Buy,62,The Weeknd Live,4,Silver
Amy,Hall,Buy,64,Justin Timberlake Live,5,VIP
Margaret,Smith,Buy,11,UTEP Football 11,6,Bronze
Justin,Wilson,Buy,63,Lady Gaga Live,4,Bronze
Debra,Blackwell,Buy,14,UTEP Basketball 1,5,Bronze
Melissa,Rivera,Buy,45,UTEP Wind Symphony 1,4,Bronze
Joanna,Knight,Buy,12,UTEP Football 12,2,Silver
Tyrone,Alvarado,Buy,53,UTEP Wind Symphony 9,6,General Admission
Mark,Stewart,Buy,8,UTEP Football 8,5,Gold
Brittany,Andrews,Buy,51,UTEP Wind Symphony 7,4,VIP
Jose,Toriano,Buy,20,UTEP Basketball 7,5,Silver
Dale,Disney,Buy,18,UTEP Basketball 5,2,General Admission
Daniel,Olson,Buy,36,UTEP Basketball 23,6,Gold
Mindy,Ross,Buy,49,UTEP Wind Symphony 5,6,VIP
Ricardo,Rodriguez,Buy,19,UTEP Basketball 6,2,VIP
Ian,Ritter,Buy,64,Justin Timberlake Live,4,VIP
Angel,Coronel,Buy,66,Warped Tour Day 2,6,Gold
Christopher,Wright,Buy,35,UTEP Basketball 22,6,Bronze
Adrian,Bonilla,Buy,39,UTEP Basketball 26,3,Gold
Robert,Wilson,Buy,43,UTEP Basketball 30,6,General Admission
Carlos,Irwin,Buy,63,Lady Gaga Live,6,VIP
Dana,Miller,Buy,35,UTEP Basketball 22,2,Silver
Andre,Ramos,Buy,8,UTEP Football 8,6,VIP
Amanda,Vang,Buy,16,UTEP Basketball 3,2,General Admission
George,Wood,Buy,47,UTEP Wind Symphony 3,4,Gold
Richard,Edwards,Buy,50,UTEP Wind Symphony 6,3,General Admission
Craig,Brown,Buy,51,UTEP Wind Symphony 7,4,Silver
Justin,Martinez,Buy,23,UTEP Basketball 10,4,VIP
Alicia,Moran,Buy,25,UTEP Basketball 12,3,Bronze
Derek,Lopez,Buy,49,UTEP Wind Symphony 5,5,General Admission
Melissa,Holt,Buy,55,UTEP Wind Symphony 11,5,Silver
Sherri,Armstrong,Buy,60,Ariana Grande Live,5,General Admission
Christina,Carter,Buy,1,UTEP Football 1,6,Gold
Kaylee,Hale,Buy,10,UTEP Football 10,6,Gold
Kristine,Smith,Buy,61,Justin Bieber Live,3,Gold
Susan,Davis,Buy,17,UTEP Basketball 4,2,General Admission
Megan,Thompson,Buy,14,UTEP Basketball 1,4,Gold
Brayant,Lopez,Buy,23,UTEP Basketball 10,5,VIP
Anita,Fletcher,Buy,55,UTEP Wind Symphony 11,4,Bronze
Stephanie,Mcdonald,Buy,55,UTEP Wind Symphony 11,4,Silver
Elizabeth,Kim,Buy,71,UTEP Commencement 3,6,VIP
Elizabeth,Cordova,Buy,6,UTEP Football 6,5,VIP
Carlos,Lynch,Buy,32,UTEP Basketball 19,2,Silver
Sarah,Mosley,Buy,11,UTEP Football 11,4,Bronze
Philip,Collins,Buy,38,UTEP Basketball 25,3,General Admission
Michael,Adams,Buy,65,Warped Tour Day 1,4,Bronze
Daniel,Mejia,Buy,59,Eminem Live,3,VIP
Jennifer,Hernandez,Buy,39,UTEP Basketball 26,3,Gold
Victoria,White,Buy,38,UTEP Basketball 25,6,Gold
Lisa,Brown,Buy,50,UTEP Wind Symphony 6,5,Bronze
Michael,Nunez,Buy,35,UTEP Basketball 22,5,Silver
Kimberly,Kline,Buy,4,UTEP Football 4,5,Bronze
Alexis,Black,Buy,38,UTEP Basketball 25,4,General Admission
Kristy,Hoover,Buy,16,UTEP Basketball 3,3,VIP
Steven,Hartman,Buy,71,UTEP Commencement 3,4,Bronze
Mariah,Black,Buy,5,UTEP Football 5,5,General Admission
Rodney,Moss,Buy,38,UTEP Basketball 25,3,Gold
Samuel,Burton,Buy,15,UTEP Basketball 2,6,Silver
Eric,Vazquez,Buy,38,UTEP Basketball 25,4,Gold
Paula,Wyatt,Buy,49,UTEP Wind Symphony 5,2,Gold
Jessica,Olsen,Buy,54,UTEP Wind Symphony 10,3,VIP
Natalie,Richardson,Buy,28,UTEP Basketball 15,5,Gold
Thomas,Clark,Buy,27,UTEP Basketball 14,6,Gold
Matthew,Porter,Buy,15,UTEP Basketball 2,5,General Admission
Francisco,Moore,Buy,57,Taylor Swift Live,3,Gold
Stephen,Ellis,Buy,38,UTEP Basketball 25,5,Silver
Crystal,Johnson,Buy,59,Eminem Live,2,General Admission
Bradley,Rodriguez,Buy,19,UTEP Basketball 6,4,Bronze
Linda,Bennett,Buy,59,Eminem Live,3,VIP
Kevin,Scott,Buy,37,UTEP Basketball 24,3,Silver
Jacob,Norton,Buy,1,UTEP Football 1,2,Silver
Tammy,Martinez,Buy,26,UTEP Basketball 13,3,VIP
Philip,Collins,Buy,41,UTEP Basketball 28,6,General Admission
Zachary,Tran,Buy,38,UTEP Basketball 25,2,General Admission
Pamela,Carter,Buy,25,UTEP Basketball 12,4,General Admission
Leonard,King,Buy,34,UTEP Basketball 21,5,Gold
Rebecca,Nguyen,Buy,67,Warped Tour Day 3,3,Silver
Luis,Johnson,Buy,44,UTEP Basketball 31,4,General Admission
Robert,Preston,Buy,61,Justin Bieber Live,4,Bronze
David,Cox,Buy,20,UTEP Basketball 7,6,Gold
Jesse,Montgomery,Buy,14,UTEP Basketball 1,3,Bronze
Darrell,Jones,Buy,58,Bad Bunny Live,2,Silver
Elizabeth,Jackson,Buy,16,UTEP Basketball 3,3,General Admission
Alexander,Cameron,Buy,44,UTEP Basketball 31,6,General Admission
Thomas,Elliott,Buy,23,UTEP Basketball 10,6,General Admission
Noah,Horne,Buy,58,Bad Bunny Live,6,General Admission
David,Gross,Buy,68,UTEP Commencement 1,6,VIP
Monica,Craig,Buy,21,UTEP Basketball 8,3,Gold
Christian,Smith,Buy,67,Warped Tour Day 3,3,VIP
Pluto,Disney,Buy,32,UTEP Basketball 19,3,Silver
Nicholas,Jackson,Buy,59,Eminem Live,5,Gold
Jermaine,Dean,Buy,6,UTEP Football 6,6,VIP
Anthony,Brooks,Buy,37,UTEP Basketball 24,6,Gold
Danielle,Conrad,Buy,45,UTEP Wind Symphony 1,6,VIP
Tami,Alexander,Buy,56,UTEP Wind Symphony 12,2,Bronze
Kim,Buckley,Buy,52,UTEP Wind Symphony 8,6,Silver
Raymond,Woodward,Buy,71,UTEP Commencement 3,6,Silver
Douglas,Mckay,Buy,69,UTEP Commencement 2,3,Bronze
Kara,Summers,Buy,29,UTEP Basketball 16,6,Silver
Matthew,Erickson,Buy,14,UTEP Basketball 1,3,VIP
